Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,214615.0,MAZIBAR RAHMAN,INR,1.0,83.0,214055.0,Murshida Aktara Pathan,03-Dec-2023 05:26 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,83.0,214615.0,MAZIBAR RAHMAN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,214646.0,amir hussain,INR,1.0,84.0,214118.0,Mursidul Alam,04-Dec-2023 12:15 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,84.0,214646.0,amir hussain,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,214657.0,Ranjit Saikia,INR,1.0,85.0,214088.0,Musatafa Kamal,04-Dec-2023 03:13 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,85.0,214657.0,Ranjit Saikia,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,214664.0,Contractor,INR,1.0,86.0,214792.0,Nurislam,11-Dec-2023 03:46 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,86.0,214664.0,Contractor,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,214674.0,ABDUL HANNAN,INR,1.0,87.0,213710.0,Pintu Chakraborty,30-Nov-2023 05:59 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,87.0,214674.0,ABDUL HANNAN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,214675.0,MIZANUR RAHMAN,INR,1.0,88.0,214057.0,Purnima Begum,03-Dec-2023 05:49 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,88.0,214675.0,MIZANUR RAHMAN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,214676.0,Amdadul Hussain,INR,1.0,89.0,214064.0,Rabindra Karmakar,03-Dec-2023 05:56 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,89.0,214676.0,Amdadul Hussain,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,214677.0,SUSHILA FOUNDATION FOR AGRICALTURAL & RURAL DEVELOPMENT,INR,1.0,90.0,214080.0,Rafiqul Islam,03-Dec-2023 08:02 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,90.0,214677.0,SUSHILA FOUNDATION FOR AGRICALTURAL & RURAL DEVELOPMENT,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,214678.0,Muddasir Hussain,INR,1.0,91.0,214462.0,Rajesh Jaiswal,07-Dec-2023 01:19 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,91.0,214678.0,Muddasir Hussain,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,214685.0,S A Traders,INR,1.0,92.0,214017.0,RAJ KISHORE BORA,03-Dec-2023 01:04 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,92.0,214685.0,S A Traders,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,214686.0,Mazibur Rahman,INR,1.0,93.0,214687.0,RAKESH KR. SINGH,10-Dec-2023 07:44 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,93.0,214686.0,Mazibur Rahman,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,214687.0,RAKESH KR. SINGH,INR,1.0,94.0,214166.0,Ranjan Hazarika,04-Dec-2023 03:37 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,94.0,214687.0,RAKESH KR. SINGH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,214688.0,HAMINUL ISLAM,INR,1.0,95.0,214657.0,Ranjit Saikia,10-Dec-2023 12:37 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,95.0,214688.0,HAMINUL ISLAM,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,214689.0,AHMED ALI,INR,1.0,96.0,214042.0,Rashiful Huda,03-Dec-2023 02:41 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,96.0,214689.0,AHMED ALI,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,214697.0,ROFIQUL ISLAM,INR,1.0,97.0,214123.0,Rausheena Udyog Limited,09-Dec-2023 01:31 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,97.0,214697.0,ROFIQUL ISLAM,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,214698.0,M/S JUPITER ENTERPRISE,INR,1.0,98.0,214050.0,Riaz Uddin Ahmed,03-Dec-2023 05:07 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,98.0,214698.0,M/S JUPITER ENTERPRISE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,214736.0,TAPAN SHARMA,INR,1.0,99.0,214058.0,Rinju Moni Baruah,03-Dec-2023 05:40 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,99.0,214736.0,TAPAN SHARMA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,214738.0,JANHIT SANSKRITIK KALA KENDRA,INR,1.0,100.0,214066.0,Rinku Karmakar,03-Dec-2023 06:00 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,100.0,214738.0,JANHIT SANSKRITIK KALA KENDRA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,214740.0,Kamal Uddin,INR,1.0,101.0,214697.0,ROFIQUL ISLAM,10-Dec-2023 10:28 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,101.0,214740.0,Kamal Uddin,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,214743.0,M/s Aryan Enterprise,INR,1.0,102.0,214158.0,Sahabuddin Ahmed,04-Dec-2023 02:58 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,102.0,214743.0,M/s Aryan Enterprise,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,214744.0,Gias Uddin,INR,1.0,103.0,213067.0,Saiful Islam,11-Dec-2023 01:04 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,103.0,214744.0,Gias Uddin,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,214746.0,UTTAM DAS,INR,1.0,104.0,214069.0,Sanjib Kumar Bora,03-Dec-2023 06:06 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,104.0,214746.0,UTTAM DAS,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,214749.0,Baharul Islam,INR,1.0,105.0,214045.0,Sarat Hazarika,03-Dec-2023 03:56 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,105.0,214749.0,Baharul Islam,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,214753.0,M/S Sajidur Rahman,INR,1.0,106.0,212198.0,SATISH R LAL,29-Nov-2023 11:03 AM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,106.0,214753.0,M/S Sajidur Rahman,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,214757.0,GLOBAL ENTERPRISE,INR,1.0,107.0,214685.0,S A Traders,10-Dec-2023 07:17 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,107.0,214757.0,GLOBAL ENTERPRISE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,214762.0,Iqbal Hussain,INR,1.0,108.0,214779.0,SHABBIR AHMED ANSARI,11-Dec-2023 02:59 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,108.0,214762.0,Iqbal Hussain,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,214764.0,M/s I.T. Traders,INR,1.0,109.0,214013.0,Shahjahan Ali,03-Dec-2023 12:32 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,109.0,214764.0,M/s I.T. Traders,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,214765.0,Suleman Ali,INR,1.0,110.0,214163.0,Sofiqul Islam,04-Dec-2023 03:18 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,110.0,214765.0,Suleman Ali,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,214769.0,Jamima Ahmed,INR,1.0,111.0,214140.0,Sofiqul Islam,04-Dec-2023 02:06 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,111.0,214769.0,Jamima Ahmed,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,214771.0,Contractor,INR,1.0,112.0,214765.0,Suleman Ali,11-Dec-2023 02:35 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,112.0,214771.0,Contractor,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,214779.0,SHABBIR AHMED ANSARI,INR,1.0,113.0,214677.0,SUSHILA FOUNDATION FOR AGRICALTURAL & RURAL DEVELOPMENT,11-Dec-2023 12:29 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,113.0,214779.0,SHABBIR AHMED ANSARI,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,214785.0,HARADHAN KUNDU,INR,1.0,114.0,214736.0,TAPAN SHARMA,11-Dec-2023 01:01 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,114.0,214785.0,HARADHAN KUNDU,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,214786.0,DEWAN MEHBUB HUSSAIN AHMED,INR,1.0,115.0,214532.0,Tapika Mandal,11-Dec-2023 03:57 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,115.0,214786.0,DEWAN MEHBUB HUSSAIN AHMED,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,214787.0,Md. Jakir Hussain,INR,1.0,116.0,214167.0,Tomir Uddin Ahmed,04-Dec-2023 03:33 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,116.0,214787.0,Md. Jakir Hussain,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,214788.0,MS JUPITER ENTERPRISE,INR,1.0,117.0,212944.0,Tusanta Kalita,28-Nov-2023 12:01 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,117.0,214788.0,MS JUPITER ENTERPRISE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,214790.0,M/s Mazumder Enterprise,INR,1.0,118.0,214075.0,UTPAL KUMAR SAIKIA,03-Dec-2023 07:01 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,118.0,214790.0,M/s Mazumder Enterprise,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,214792.0,Nurislam,INR,1.0,119.0,214746.0,UTTAM DAS,11-Dec-2023 01:03 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,119.0,214792.0,Nurislam,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,214795.0,ABU BAKKAR SIDDIQUE,INR,1.0,120.0,214084.0,Vodabazar Online Service Pvt Ltd,03-Dec-2023 08:23 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,120.0,214795.0,ABU BAKKAR SIDDIQUE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,214796.0,Lower Assam Consultancy,INR,1.0,121.0,214162.0,ZUBAIR AHMED,04-Dec-2023 03:05 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,121.0,214796.0,Lower Assam Consultancy,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_PHED_33876_1,RGRWSM_564_Pt_I_2019_20_2283,Installation and Maintenance of Community Level Biogas Plant under Galvanizing Organic Bio Agro Resources Dhan scheme under SBM G Assam
